gene,age,caste,Dataset S5: A list of honey bee OGS3.2 genes highlighting taxonomic status and caste expression status.,,,,,
GB54094,Insecta,NA,,,,,,
GB54095,Hymenoptera,NA,,,,,,
GB54097,Insecta,NA,,,,,,
GB54098,Insecta,NA,,,,,,
GB54099,NA,NA,,,,,,
GB54100,Insecta,NA,,,,,,
GB54101,Insecta,NA,,,,,,
GB54102,Insecta,NA,,,,,,
GB54103,Insecta,NA,,,,,,
GB54104,Insecta,NA,,,,,,
GB54105,NA,NA,,,,,,
GB54107,NA,NA,,,,,,
GB54108,Insecta,NA,,,,,,
GB54109,Insecta,NDEG,,,,,,
GB54110,Insecta,NA,,,,,,
GB54111,Insecta,NA,,,,,,
GB54112,Insecta,NA,,,,,,
GB54113,Insecta,NA,,,,,,
GB54114,Insecta,NA,,,,,,
GB54115,Hymenoptera,NA,,,,,,
GB54116,Hymenoptera,NA,,,,,,
GB54117,Insecta,NA,,,,,,
GB54118,Insecta,NA,,,,,,
GB54119,Insecta,NA,,,,,,
GB54120,Insecta,NA,,,,,,
GB54121,NA,NA,,,,,,
GB54123,Insecta,NA,,,,,,
GB54124,Insecta,NA,,,,,,
GB54125,Hymenoptera,NA,,,,,,
GB54126,Hymenoptera,NA,,,,,,
GB54127,Insecta,NA,,,,,,
GB54128,Apoidea,NA,,,,,,
GB54129,Insecta,NDEG,,,,,,
GB54130,Insecta,NA,,,,,,
GB54131,Insecta,NA,,,,,,
GB54132,Insecta,NA,,,,,,
GB54133,Insecta,NA,,,,,,
GB54134,Hymenoptera,NA,,,,,,
GB54135,NA,NA,,,,,,
GB54136,Insecta,NA,,,,,,
GB54137,Hymenoptera,NA,,,,,,
GB54139,Insecta,NA,,,,,,
GB54140,Insecta,NDEG,,,,,,
GB54141,Insecta,NA,,,,,,
GB54142,Hymenoptera,NA,,,,,,
GB54143,Insecta,NA,,,,,,
GB54144,Insecta,NA,,,,,,
GB54145,Insecta,NA,,,,,,
GB54146,Insecta,NA,,,,,,
GB54147,Insecta,NA,,,,,,
GB54148,Insecta,NA,,,,,,
GB54150,Insecta,NA,,,,,,
GB54151,Insecta,NA,,,,,,
GB54152,Hymenoptera,NA,,,,,,
GB54153,Hymenoptera,NA,,,,,,
GB54154,Hymenoptera,NA,,,,,,
GB54155,Hymenoptera,NA,,,,,,
GB54156,Insecta,NDEG,,,,,,
GB54158,Insecta,NA,,,,,,
GB54159,Insecta,NA,,,,,,
GB54160,Apoidea,NA,,,,,,
GB54161,NA,NA,,,,,,
GB54162,Insecta,NA,,,,,,
GB54163,Insecta,NA,,,,,,
GB54164,Insecta,NA,,,,,,
GB54165,Insecta,NDEG,,,,,,
GB54166,Insecta,NA,,,,,,
GB54167,Insecta,NA,,,,,,
GB54168,Insecta,NA,,,,,,
GB54169,Insecta,NA,,,,,,
GB54170,Insecta,NA,,,,,,
GB54172,Insecta,NA,,,,,,
GB54173,NA,NA,,,,,,
GB54174,Insecta,NA,,,,,,
GB54175,Insecta,NA,,,,,,
GB54176,Insecta,NA,,,,,,
GB54177,Insecta,NA,,,,,,
GB54178,Insecta,NA,,,,,,
GB54179,Insecta,NA,,,,,,
GB54180,Insecta,NA,,,,,,
GB54181,Insecta,NDEG,,,,,,
GB54182,Hymenoptera,NA,,,,,,
GB54183,Insecta,NA,,,,,,
GB54184,Insecta,NA,,,,,,
GB54186,Insecta,NA,,,,,,
GB54187,Insecta,NA,,,,,,
GB54188,Insecta,NA,,,,,,
GB54189,Hymenoptera,NA,,,,,,
GB54190,Insecta,NDEG,,,,,,
GB54191,Insecta,NA,,,,,,
GB54192,Insecta,NDEG,,,,,,
GB54193,Insecta,NA,,,,,,
GB54194,Insecta,NDEG,,,,,,
GB54195,Insecta,NA,,,,,,
GB54197,Insecta,NA,,,,,,
GB54198,Insecta,NA,,,,,,
GB54199,NA,NA,,,,,,
GB54200,Insecta,NA,,,,,,
GB54201,Insecta,NA,,,,,,
GB54203,Insecta,NDEG,,,,,,
GB54204,Insecta,NDEG,,,,,,
GB54205,Insecta,NA,,,,,,
GB54206,NA,NA,,,,,,
GB54207,Insecta,NA,,,,,,
GB54208,Insecta,NA,,,,,,
GB54209,Insecta,NA,,,,,,
GB54210,Insecta,NA,,,,,,
GB54211,Insecta,NA,,,,,,
GB54212,Insecta,NA,,,,,,
GB54213,Insecta,NA,,,,,,
GB54214,Insecta,NDEG,,,,,,
GB54215,Insecta,NA,,,,,,
GB54216,Insecta,NDEG,,,,,,
GB54217,Insecta,NA,,,,,,
GB54218,Hymenoptera,NA,,,,,,
GB54219,Insecta,W,,,,,,
GB54220,Insecta,NA,,,,,,
GB54221,Insecta,NA,,,,,,
GB54222,Insecta,NDEG,,,,,,
GB54223,Insecta,NA,,,,,,
GB54225,Hymenoptera,NA,,,,,,
GB54226,Insecta,NA,,,,,,
GB54227,Insecta,NA,,,,,,
GB54228,Insecta,NDEG,,,,,,
GB54230,Insecta,NA,,,,,,
GB54231,Insecta,NA,,,,,,
GB54232,NA,NA,,,,,,
GB54233,Hymenoptera,NA,,,,,,
GB54234,Insecta,NA,,,,,,
GB54235,Insecta,NA,,,,,,
GB54236,Insecta,NA,,,,,,
GB54237,Insecta,NA,,,,,,
GB54238,Hymenoptera,NA,,,,,,
GB54239,Insecta,NA,,,,,,
GB54240,Apoidea,NA,,,,,,
GB54242,Insecta,NA,,,,,,
GB54243,Insecta,NA,,,,,,
GB54244,Insecta,NDEG,,,,,,
GB54246,Insecta,NA,,,,,,
GB54247,NA,NA,,,,,,
GB54248,NA,NA,,,,,,
GB54250,Insecta,NA,,,,,,
GB54251,Insecta,NA,,,,,,
GB54252,Insecta,NA,,,,,,
GB54253,Insecta,NA,,,,,,
GB54254,Insecta,NA,,,,,,
GB54255,Insecta,NA,,,,,,
GB54256,Insecta,NA,,,,,,
GB54258,Insecta,NDEG,,,,,,
GB54259,Insecta,NA,,,,,,
GB54260,Insecta,NDEG,,,,,,
GB54261,Insecta,NDEG,,,,,,
GB54262,Hymenoptera,NA,,,,,,
GB54263,Insecta,NA,,,,,,
GB54264,Insecta,NA,,,,,,
GB54267,Insecta,NA,,,,,,
GB54268,Insecta,NDEG,,,,,,
GB54269,Insecta,NA,,,,,,
GB54271,Insecta,NDEG,,,,,,
GB54272,Insecta,NA,,,,,,
GB54273,Hymenoptera,NA,,,,,,
GB54275,NA,NA,,,,,,
GB54276,NA,NA,,,,,,
GB54277,NA,NA,,,,,,
GB54279,Insecta,NA,,,,,,
GB54280,Insecta,NA,,,,,,
GB54281,Insecta,NDEG,,,,,,
GB54282,Insecta,NA,,,,,,
GB54283,Insecta,NA,,,,,,
GB54284,NA,NA,,,,,,
GB54286,Insecta,NA,,,,,,
GB54287,Insecta,NA,,,,,,
GB54288,Insecta,NDEG,,,,,,
GB54289,Insecta,NA,,,,,,
GB54291,Insecta,NA,,,,,,
GB54292,Insecta,NA,,,,,,
GB54293,Insecta,NA,,,,,,
GB54294,Insecta,NDEG,,,,,,
GB54295,Insecta,NA,,,,,,
GB54297,Insecta,NA,,,,,,
GB54298,Insecta,NDEG,,,,,,
GB54300,Insecta,NA,,,,,,
GB54301,Insecta,NA,,,,,,
GB54302,Insecta,NA,,,,,,
GB54303,Insecta,NA,,,,,,
GB54304,NA,NA,,,,,,
GB54305,NA,NA,,,,,,
GB54306,NA,NA,,,,,,
GB54307,NA,NA,,,,,,
GB54308,Insecta,NA,,,,,,
GB54309,Insecta,NA,,,,,,
GB54311,Insecta,NA,,,,,,
GB54312,Insecta,NA,,,,,,
GB54313,Insecta,NA,,,,,,
GB54314,Insecta,NA,,,,,,
GB54315,Insecta,NDEG,,,,,,
GB54316,Insecta,NA,,,,,,
GB54317,Hymenoptera,NA,,,,,,
GB54319,Insecta,NA,,,,,,
GB54320,Insecta,NA,,,,,,
GB54321,Insecta,W,,,,,,
GB54322,NA,NA,,,,,,
GB54323,NA,NA,,,,,,
GB54325,Insecta,NA,,,,,,
GB54326,Hymenoptera,NA,,,,,,
GB54327,Apoidea,NA,,,,,,
GB54328,Insecta,NA,,,,,,
GB54329,Insecta,NA,,,,,,
GB54330,Insecta,NA,,,,,,
GB54331,Insecta,NDEG,,,,,,
GB54332,Insecta,NA,,,,,,
GB54333,Hymenoptera,NA,,,,,,
GB54334,Insecta,NA,,,,,,
GB54335,Insecta,NA,,,,,,
GB54337,Insecta,NA,,,,,,
GB54338,Insecta,NA,,,,,,
GB54339,Insecta,NA,,,,,,
GB54340,Insecta,NA,,,,,,
GB54341,Insecta,NA,,,,,,
GB54342,Insecta,NDEG,,,,,,
GB54344,Insecta,NA,,,,,,
GB54345,NA,NA,,,,,,
GB54347,Insecta,NA,,,,,,
GB54348,Insecta,NA,,,,,,
GB54349,Hymenoptera,NA,,,,,,
GB54350,Insecta,NA,,,,,,
GB54351,Insecta,NA,,,,,,
GB54352,Hymenoptera,NA,,,,,,
GB54353,Insecta,NA,,,,,,
GB54354,Insecta,NA,,,,,,
GB54356,Hymenoptera,NA,,,,,,
GB54358,Insecta,NA,,,,,,
GB54359,Insecta,NA,,,,,,
GB54360,NA,NA,,,,,,
GB54361,Insecta,NA,,,,,,
GB54362,Insecta,NA,,,,,,
GB54363,Insecta,NDEG,,,,,,
GB54364,Insecta,NA,,,,,,
GB54365,Insecta,NA,,,,,,
GB54366,NA,NA,,,,,,
GB54367,Insecta,NA,,,,,,
GB54368,Insecta,NA,,,,,,
GB54369,Insecta,NA,,,,,,
GB54370,Insecta,NA,,,,,,
GB54371,Insecta,NA,,,,,,
GB54372,Insecta,Q,,,,,,
GB54373,Insecta,NA,,,,,,
GB54374,Hymenoptera,NA,,,,,,
GB54376,Insecta,NDEG,,,,,,
GB54377,Insecta,NA,,,,,,
GB54378,Insecta,NA,,,,,,
GB54379,Insecta,NA,,,,,,
GB54381,Insecta,NDEG,,,,,,
GB54384,Insecta,NA,,,,,,
GB54385,Insecta,NA,,,,,,
GB54386,Insecta,NA,,,,,,
GB54387,Insecta,NA,,,,,,
GB54388,Insecta,NA,,,,,,
GB54389,Insecta,NA,,,,,,
GB54390,Hymenoptera,NA,,,,,,
GB54391,Insecta,NDEG,,,,,,
GB54392,NA,NA,,,,,,
GB54393,Insecta,NA,,,,,,
GB54394,NA,NA,,,,,,
GB54395,Insecta,NA,,,,,,
GB54396,Insecta,NA,,,,,,
GB54397,Insecta,NA,,,,,,
GB54398,NA,NA,,,,,,
GB54399,Insecta,NA,,,,,,
GB54400,Hymenoptera,NA,,,,,,
GB54401,Insecta,NA,,,,,,
GB54404,Insecta,NA,,,,,,
GB54409,NA,NA,,,,,,
GB54410,Hymenoptera,NA,,,,,,
GB54411,NA,NA,,,,,,
GB54412,Hymenoptera,NA,,,,,,
GB54416,Insecta,NA,,,,,,
GB54418,Apoidea,NA,,,,,,
GB54419,Insecta,NDEG,,,,,,
GB54420,Insecta,NA,,,,,,
GB54421,Hymenoptera,NA,,,,,,
GB54422,Insecta,NA,,,,,,
GB54423,Insecta,NDEG,,,,,,
GB54424,Insecta,NA,,,,,,
GB54425,Insecta,NDEG,,,,,,
GB54426,Insecta,NA,,,,,,
GB54427,Insecta,NA,,,,,,
GB54428,Hymenoptera,NA,,,,,,
GB54430,Insecta,NA,,,,,,
GB54432,Insecta,NA,,,,,,
GB54433,Insecta,NA,,,,,,
GB54435,Insecta,NA,,,,,,
GB54436,Insecta,NDEG,,,,,,
GB54439,Insecta,NDEG,,,,,,
GB54440,Insecta,NA,,,,,,
GB54443,Apis,NA,,,,,,
GB54446,Insecta,NDEG,,,,,,
GB54447,Insecta,NDEG,,,,,,
GB54448,Insecta,NDEG,,,,,,
GB54449,Insecta,NA,,,,,,
GB54450,Hymenoptera,NA,,,,,,
GB54451,Insecta,NA,,,,,,
GB54452,NA,NA,,,,,,
GB54454,Insecta,NA,,,,,,
GB54455,NA,NA,,,,,,
GB54456,Apoidea,NA,,,,,,
GB54458,Insecta,NA,,,,,,
GB54460,Insecta,NA,,,,,,
GB54461,NA,NA,,,,,,
GB54462,Insecta,NA,,,,,,
GB54463,NA,NA,,,,,,
GB54464,NA,NA,,,,,,
GB54466,NA,NA,,,,,,
GB54467,Insecta,NA,,,,,,
GB54468,Insecta,NDEG,,,,,,
GB54469,Insecta,NDEG,,,,,,
GB54470,Hymenoptera,NA,,,,,,
GB54471,NA,NA,,,,,,
GB54472,Hymenoptera,NA,,,,,,
GB54474,Insecta,NA,,,,,,
GB54476,NA,NA,,,,,,
GB54477,Insecta,NA,,,,,,
GB54478,Insecta,NDEG,,,,,,
GB54480,Insecta,NA,,,,,,
GB54481,NA,NA,,,,,,
GB54482,NA,NA,,,,,,
GB54483,Insecta,NA,,,,,,
GB54484,Insecta,NA,,,,,,
GB54485,Insecta,NDEG,,,,,,
GB54486,Insecta,W,,,,,,
GB54487,NA,NA,,,,,,
GB54488,Insecta,NA,,,,,,
GB54489,Apoidea,NA,,,,,,
GB54493,Insecta,NA,,,,,,
GB54496,Insecta,NA,,,,,,
GB54498,Insecta,NA,,,,,,
GB54499,Insecta,NA,,,,,,
GB54500,Insecta,NDEG,,,,,,
GB54501,Insecta,NA,,,,,,
GB54502,Insecta,NA,,,,,,
GB54503,Insecta,W,,,,,,
GB54504,Insecta,NA,,,,,,
GB54505,Hymenoptera,NA,,,,,,
GB54506,Insecta,NA,,,,,,
GB54507,Insecta,NDEG,,,,,,
GB54508,Insecta,NDEG,,,,,,
GB54510,Insecta,NA,,,,,,
GB54511,Insecta,NDEG,,,,,,
GB54512,Insecta,NA,,,,,,
GB54513,NA,NA,,,,,,
GB54514,NA,NA,,,,,,
GB54516,Hymenoptera,NA,,,,,,
GB54517,Hymenoptera,NA,,,,,,
GB54518,Insecta,NA,,,,,,
GB54519,Hymenoptera,NA,,,,,,
GB54520,NA,NA,,,,,,
GB54521,Insecta,NA,,,,,,
GB54522,Insecta,NA,,,,,,
GB54523,NA,NA,,,,,,
GB54524,Insecta,NA,,,,,,
GB54525,Insecta,NA,,,,,,
GB54526,Insecta,NA,,,,,,
GB54528,Hymenoptera,NA,,,,,,
GB54529,NA,NA,,,,,,
GB54530,Insecta,NA,,,,,,
GB54531,NA,NA,,,,,,
GB54532,Hymenoptera,NA,,,,,,
GB54533,Insecta,NDEG,,,,,,
GB54537,Insecta,NA,,,,,,
GB54538,Insecta,NDEG,,,,,,
GB54540,Insecta,NA,,,,,,
GB54541,Insecta,NDEG,,,,,,
GB54543,Insecta,NA,,,,,,
GB54544,Hymenoptera,NA,,,,,,
GB54546,Hymenoptera,NA,,,,,,
GB54547,Insecta,NA,,,,,,
GB54548,Hymenoptera,NA,,,,,,
GB54549,Insecta,NDEG,,,,,,
GB54550,NA,NA,,,,,,
GB54551,Insecta,NA,,,,,,
GB54552,NA,NA,,,,,,
GB54553,Apoidea,NA,,,,,,
GB54554,Hymenoptera,NA,,,,,,
GB54555,Insecta,NA,,,,,,
GB54556,Insecta,NA,,,,,,
GB54557,Insecta,NA,,,,,,
GB54559,NA,NA,,,,,,
GB54568,Insecta,NA,,,,,,
GB54569,Insecta,NA,,,,,,
GB54570,Insecta,NA,,,,,,
GB54571,Insecta,NA,,,,,,
GB54572,Insecta,NA,,,,,,
GB54573,Insecta,NDEG,,,,,,
GB54575,NA,NA,,,,,,
GB54576,NA,NA,,,,,,
GB54577,Apoidea,NA,,,,,,
GB54578,Insecta,NA,,,,,,
GB54579,Insecta,NA,,,,,,
GB54580,Hymenoptera,NA,,,,,,
GB54581,Hymenoptera,NA,,,,,,
GB54582,Insecta,NA,,,,,,
GB54583,Insecta,NA,,,,,,
GB54584,Insecta,NA,,,,,,
GB54585,Insecta,NA,,,,,,
GB54587,Insecta,NDEG,,,,,,
GB54588,Insecta,NA,,,,,,
GB54589,Insecta,NA,,,,,,
GB54590,Insecta,NDEG,,,,,,
GB54592,Insecta,NA,,,,,,
GB54593,Insecta,NA,,,,,,
GB54595,Insecta,NA,,,,,,
GB54596,Insecta,NA,,,,,,
GB54598,Insecta,NA,,,,,,
GB54599,Insecta,NA,,,,,,
GB54600,Insecta,NA,,,,,,
GB54601,Insecta,NDEG,,,,,,
GB54602,Insecta,NA,,,,,,
GB54603,Insecta,NA,,,,,,
GB54605,Insecta,NDEG,,,,,,
GB54606,Insecta,Q,,,,,,
GB54607,Insecta,NA,,,,,,
GB54608,Insecta,NA,,,,,,
GB54609,Insecta,NA,,,,,,
GB54610,Insecta,NA,,,,,,
GB54611,Insecta,NDEG,,,,,,
GB54622,Insecta,NDEG,,,,,,
GB54623,Insecta,NDEG,,,,,,
GB54625,Insecta,NA,,,,,,
GB54627,Insecta,NA,,,,,,
GB54631,NA,NA,,,,,,
GB54639,Insecta,NA,,,,,,
GB54643,Insecta,NDEG,,,,,,
GB54644,NA,NA,,,,,,
GB54645,NA,NA,,,,,,
GB54646,Insecta,NA,,,,,,
GB54647,Insecta,NA,,,,,,
GB54649,Insecta,NA,,,,,,
GB54650,Insecta,NA,,,,,,
GB54651,Insecta,NA,,,,,,
GB54652,Insecta,NA,,,,,,
GB54653,Insecta,NA,,,,,,
GB54655,Insecta,NA,,,,,,
GB54656,Insecta,NA,,,,,,
GB54657,Insecta,NA,,,,,,
GB54658,Insecta,NA,,,,,,
GB54659,Insecta,NA,,,,,,
GB54660,Insecta,NA,,,,,,
GB54661,Insecta,NDEG,,,,,,
GB54662,Insecta,NA,,,,,,
GB54663,NA,NA,,,,,,
GB54664,Insecta,NA,,,,,,
GB54666,Insecta,NA,,,,,,
GB54667,NA,NA,,,,,,
GB54668,Insecta,NA,,,,,,
GB54669,NA,NA,,,,,,
GB54671,NA,NA,,,,,,
GB54672,Insecta,NA,,,,,,
GB54673,Insecta,NA,,,,,,
GB54674,Insecta,NA,,,,,,
GB54675,Insecta,NA,,,,,,
GB54676,Insecta,NA,,,,,,
GB54677,Insecta,NA,,,,,,
GB54678,Insecta,NA,,,,,,
GB54680,Insecta,NDEG,,,,,,
GB54683,Insecta,NA,,,,,,
GB54684,Insecta,NA,,,,,,
GB54685,Insecta,NA,,,,,,
GB54686,Insecta,NA,,,,,,
GB54687,Insecta,NDEG,,,,,,
GB54689,Insecta,NA,,,,,,
GB54691,Insecta,NA,,,,,,
GB54692,NA,NA,,,,,,
GB54693,Insecta,NDEG,,,,,,
GB54697,Insecta,NA,,,,,,
GB54698,Insecta,NA,,,,,,
GB54699,Hymenoptera,NA,,,,,,
GB54700,Insecta,NA,,,,,,
GB54701,Insecta,NA,,,,,,
GB54702,Insecta,NA,,,,,,
GB54713,Apis,NA,,,,,,
GB54714,Insecta,NDEG,,,,,,
GB54715,Insecta,NA,,,,,,
GB54716,Insecta,NA,,,,,,
GB54717,Insecta,NDEG,,,,,,
GB54718,Insecta,NA,,,,,,
GB54719,Insecta,NA,,,,,,
GB54720,Insecta,NA,,,,,,
GB54722,Insecta,NA,,,,,,
GB54723,Insecta,NA,,,,,,
GB54724,Insecta,NA,,,,,,
GB54725,Apoidea,NA,,,,,,
GB54726,NA,NA,,,,,,
GB54728,Insecta,NA,,,,,,
GB54729,Insecta,NA,,,,,,
GB54731,Insecta,NA,,,,,,
GB54732,Insecta,NA,,,,,,
GB54733,Insecta,NA,,,,,,
GB54734,Hymenoptera,NA,,,,,,
GB54735,Insecta,NA,,,,,,
GB54738,NA,NA,,,,,,
GB54741,Insecta,NA,,,,,,
GB54742,Insecta,NA,,,,,,
GB54743,Insecta,NA,,,,,,
GB54744,NA,NA,,,,,,
GB54745,Insecta,NA,,,,,,
GB54746,Insecta,NA,,,,,,
GB54747,Insecta,NDEG,,,,,,
GB54748,Insecta,NDEG,,,,,,
GB54749,Insecta,NA,,,,,,
GB54750,Insecta,NA,,,,,,
GB54751,Insecta,NA,,,,,,
GB54752,Insecta,NA,,,,,,
GB54753,Insecta,NDEG,,,,,,
GB54754,Insecta,NA,,,,,,
GB54755,Apoidea,NA,,,,,,
GB54756,Insecta,NA,,,,,,
GB54758,Insecta,NA,,,,,,
GB54760,Insecta,NA,,,,,,
GB54762,Insecta,NA,,,,,,
GB54763,Insecta,NA,,,,,,
GB54764,Insecta,NA,,,,,,
GB54765,Insecta,NA,,,,,,
GB54766,NA,NA,,,,,,
GB54767,Insecta,NA,,,,,,
GB54770,NA,NA,,,,,,
GB54771,NA,NA,,,,,,
GB54773,Insecta,NA,,,,,,
GB54774,Insecta,NA,,,,,,
GB54775,Insecta,NA,,,,,,
GB54776,Hymenoptera,NA,,,,,,
GB54777,Insecta,NDEG,,,,,,
GB54778,Hymenoptera,NA,,,,,,
GB54779,Insecta,NDEG,,,,,,
GB54780,Insecta,NA,,,,,,
GB54781,NA,NA,,,,,,
GB54782,Hymenoptera,NA,,,,,,
GB54783,Insecta,NDEG,,,,,,
GB54784,Insecta,NA,,,,,,
GB54785,NA,NA,,,,,,
GB54786,NA,NA,,,,,,
GB54787,Apoidea,NA,,,,,,
GB54788,NA,NA,,,,,,
GB54789,Insecta,NDEG,,,,,,
GB54790,NA,NA,,,,,,
GB54791,Insecta,NA,,,,,,
GB54794,Hymenoptera,NA,,,,,,
GB54795,NA,NA,,,,,,
GB54796,Insecta,NA,,,,,,
GB54797,Insecta,NA,,,,,,
GB54798,Insecta,NA,,,,,,
GB54802,Insecta,NA,,,,,,
GB54803,Insecta,NA,,,,,,
GB54804,NA,NA,,,,,,
GB54805,Insecta,NA,,,,,,
GB54806,Insecta,NA,,,,,,
GB54808,Insecta,NA,,,,,,
GB54809,Insecta,NA,,,,,,
GB54810,Hymenoptera,NA,,,,,,
GB54811,Insecta,NA,,,,,,
GB54812,Insecta,NA,,,,,,
GB54813,Insecta,NA,,,,,,
GB54814,Insecta,NA,,,,,,
GB54816,Insecta,NA,,,,,,
GB54817,Insecta,Q,,,,,,
GB54818,Insecta,NDEG,,,,,,
GB54827,Insecta,NDEG,,,,,,
GB54828,NA,NA,,,,,,
GB54829,Insecta,NA,,,,,,
GB54830,Insecta,NA,,,,,,
GB54831,Insecta,NA,,,,,,
GB54835,Insecta,NA,,,,,,
GB54836,Insecta,NA,,,,,,
GB54837,Insecta,NA,,,,,,
GB54841,Insecta,NA,,,,,,
GB54842,Insecta,NDEG,,,,,,
GB54843,Insecta,NDEG,,,,,,
GB54844,Insecta,NA,,,,,,
GB54845,Insecta,NA,,,,,,
GB54846,Insecta,NA,,,,,,
GB54847,Insecta,NA,,,,,,
GB54848,Insecta,NDEG,,,,,,
GB54850,Insecta,NA,,,,,,
GB54851,Insecta,NA,,,,,,
GB54852,Insecta,NA,,,,,,
GB54853,Insecta,NA,,,,,,
GB54854,Insecta,NA,,,,,,
GB54855,Insecta,NA,,,,,,
GB54856,Insecta,NDEG,,,,,,
GB54857,NA,NA,,,,,,
GB54858,NA,NA,,,,,,
GB54860,Insecta,NA,,,,,,
GB54861,Insecta,NA,,,,,,
GB54862,Insecta,NA,,,,,,
GB54865,Insecta,NA,,,,,,
GB54866,Hymenoptera,NA,,,,,,
GB54867,Insecta,NA,,,,,,
GB54868,Insecta,NA,,,,,,
GB54881,Insecta,NA,,,,,,
GB54882,Insecta,NA,,,,,,
GB54883,NA,NA,,,,,,
GB54884,Hymenoptera,NA,,,,,,
GB54885,Insecta,NA,,,,,,
GB54886,Insecta,NA,,,,,,
GB54888,Insecta,NDEG,,,,,,
GB54890,Insecta,NA,,,,,,
GB54891,Insecta,NA,,,,,,
GB54892,NA,NA,,,,,,
GB54893,Insecta,NA,,,,,,
GB54894,NA,NA,,,,,,
GB54895,Hymenoptera,NA,,,,,,
GB54906,Insecta,NA,,,,,,
GB54908,NA,NA,,,,,,
GB54909,Insecta,NA,,,,,,
GB54910,Insecta,NA,,,,,,
GB54912,Insecta,NA,,,,,,
GB54914,Insecta,NA,,,,,,
GB54916,Insecta,NDEG,,,,,,
GB54917,Insecta,NA,,,,,,
GB54918,Insecta,NDEG,,,,,,
GB54919,Insecta,NA,,,,,,
GB54920,Insecta,NA,,,,,,
GB54922,NA,NA,,,,,,
GB54923,Insecta,NA,,,,,,
GB54924,Insecta,NA,,,,,,
GB54925,Insecta,NA,,,,,,
GB54926,Insecta,NA,,,,,,
GB54927,Insecta,NA,,,,,,
GB54928,Insecta,NA,,,,,,
GB54929,Insecta,NDEG,,,,,,
GB54932,Insecta,NDEG,,,,,,
GB54934,Insecta,NDEG,,,,,,
GB54935,Insecta,NA,,,,,,
GB54936,NA,NA,,,,,,
GB54937,Insecta,NA,,,,,,
GB54938,Insecta,NA,,,,,,
GB54939,Insecta,NDEG,,,,,,
GB54940,Insecta,NDEG,,,,,,
GB54941,Insecta,NDEG,,,,,,
GB54942,Insecta,NA,,,,,,
GB54943,NA,NA,,,,,,
GB54944,NA,NA,,,,,,
GB54945,Hymenoptera,NA,,,,,,
GB54949,Insecta,NA,,,,,,
GB54950,Insecta,NA,,,,,,
GB54951,Insecta,NA,,,,,,
GB54952,Insecta,NDEG,,,,,,
GB54953,Insecta,NA,,,,,,
GB54954,NA,NA,,,,,,
GB54955,Hymenoptera,NA,,,,,,
GB54956,Insecta,NA,,,,,,
GB54957,Insecta,NA,,,,,,
GB54958,Insecta,NDEG,,,,,,
GB54959,Insecta,NA,,,,,,
GB54960,Insecta,NA,,,,,,
GB54961,Insecta,NA,,,,,,
GB54962,Insecta,NA,,,,,,
GB54963,Hymenoptera,NA,,,,,,
GB54964,Insecta,NA,,,,,,
GB54966,Insecta,NA,,,,,,
GB54967,Insecta,NA,,,,,,
GB54968,Insecta,NA,,,,,,
GB54969,Apoidea,NA,,,,,,
GB54970,Insecta,NA,,,,,,
GB54971,Insecta,NA,,,,,,
GB54972,Insecta,NA,,,,,,
GB54973,Insecta,NA,,,,,,
GB54974,Insecta,NA,,,,,,
GB54975,Insecta,NA,,,,,,
GB54976,Insecta,NDEG,,,,,,
GB54977,Insecta,NA,,,,,,
GB54978,Insecta,NA,,,,,,
GB54979,Insecta,NA,,,,,,
GB54980,Apoidea,NA,,,,,,
GB54981,Insecta,NA,,,,,,
GB54982,Hymenoptera,NA,,,,,,
GB54983,Insecta,NA,,,,,,
GB54984,Insecta,NA,,,,,,
GB54985,Insecta,NA,,,,,,
GB54986,Insecta,NA,,,,,,
GB54987,Insecta,NA,,,,,,
GB54988,Insecta,NDEG,,,,,,
GB54989,Insecta,NA,,,,,,
GB54990,Insecta,NDEG,,,,,,
GB54992,Insecta,NA,,,,,,
GB54993,Insecta,NA,,,,,,
GB54994,Insecta,NA,,,,,,
GB54995,Insecta,NA,,,,,,
GB54996,Insecta,NA,,,,,,
GB54998,Insecta,NA,,,,,,
GB54999,Insecta,NA,,,,,,
GB55000,Insecta,NDEG,,,,,,
GB55001,Insecta,W,,,,,,
GB55002,Insecta,NA,,,,,,
GB55003,Insecta,NA,,,,,,
GB55004,Insecta,NA,,,,,,
GB55005,Apoidea,NA,,,,,,
GB55006,Insecta,NA,,,,,,
GB55007,Insecta,NA,,,,,,
GB55008,Hymenoptera,NA,,,,,,
GB55009,Insecta,NA,,,,,,
GB55010,Insecta,NDEG,,,,,,
GB55011,Insecta,NA,,,,,,
GB55012,Insecta,NA,,,,,,
GB55013,Insecta,NA,,,,,,
GB55014,Insecta,NDEG,,,,,,
GB55015,Insecta,NA,,,,,,
GB55016,Insecta,NDEG,,,,,,
GB55017,Insecta,NA,,,,,,
GB55018,NA,NA,,,,,,
GB55020,Insecta,NDEG,,,,,,
GB55021,NA,NA,,,,,,
GB55022,Insecta,NA,,,,,,
GB55023,NA,NA,,,,,,
GB55024,NA,NA,,,,,,
GB55026,Hymenoptera,NA,,,,,,
GB55027,NA,NA,,,,,,
GB55028,NA,NA,,,,,,
GB55029,Hymenoptera,NA,,,,,,
GB55030,Hymenoptera,NA,,,,,,
GB55031,Hymenoptera,NA,,,,,,
GB55032,Insecta,NA,,,,,,
GB55033,Insecta,NA,,,,,,
