am,lf,evalue
NP_001267818.1,TRINITY_DN27273_c0_g1_i1|m.6740,0.0
XP_012171657.1,TRINITY_DN13702_c11_g4_i1|m.3107,5e-18
XP_012171658.1,TRINITY_DN32763_c0_g1_i1|m.6917,2e-146
XP_012171659.1,TRINITY_DN13702_c11_g4_i1|m.3107,5e-18
XP_012171660.1,TRINITY_DN37160_c0_g1_i1|m.39664,0.0
XP_012171661.1,TRINITY_DN4575_c0_g1_i1|m.13490,0.0
XP_012171662.1,TRINITY_DN4575_c0_g1_i1|m.13490,0.0
XP_012171663.1,TRINITY_DN4575_c0_g1_i1|m.13490,0.0
XP_012171664.1,TRINITY_DN4575_c0_g1_i1|m.13490,0.0
XP_012171665.1,TRINITY_DN13939_c0_g3_i1|m.24064,0.0
XP_012171666.1,TRINITY_DN11817_c0_g1_i1|m.16384,2e-148
XP_012171667.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171668.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171669.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171670.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171671.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171672.1,TRINITY_DN12980_c0_g1_i1|m.8203,0.0
XP_012171673.1,TRINITY_DN12555_c0_g2_i1|m.31293,6e-80
XP_012171674.1,TRINITY_DN8725_c0_g2_i1|m.4428,6e-136
XP_012171675.1,TRINITY_DN37160_c0_g1_i1|m.39664,0.0
XP_012171676.1,TRINITY_DN37160_c0_g1_i1|m.39664,0.0
XP_012171677.1,TRINITY_DN3907_c0_g1_i1|m.7050,1e-61
XP_012171679.1,TRINITY_DN10688_c0_g2_i1|m.47884,0.0
XP_012171680.1,TRINITY_DN9956_c1_g1_i1|m.25007,0.0
XP_012171681.1,TRINITY_DN9956_c1_g1_i1|m.25007,0.0
XP_012171682.1,TRINITY_DN9956_c1_g1_i1|m.25007,0.0
XP_012171683.1,TRINITY_DN9956_c1_g1_i1|m.25007,0.0
XP_012171684.1,TRINITY_DN5239_c0_g1_i1|m.34318,6e-117
XP_012171685.1,TRINITY_DN5239_c0_g1_i1|m.34318,6e-117
XP_012171686.1,TRINITY_DN3504_c0_g2_i1|m.21163,0.0
XP_012171687.1,TRINITY_DN3504_c0_g2_i1|m.21163,0.0
XP_012171688.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171689.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171690.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171691.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171692.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171693.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171694.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171695.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171696.1,TRINITY_DN13597_c0_g2_i1|m.44501,0.0
XP_012171697.1,TRINITY_DN8176_c0_g2_i1|m.11978,5e-30
XP_012171698.1,TRINITY_DN6142_c0_g2_i1|m.14746,6e-138
XP_012171699.1,TRINITY_DN6142_c0_g2_i1|m.14746,6e-138
XP_012171700.1,TRINITY_DN7660_c0_g1_i1|m.9291,0.0
XP_012171701.1,TRINITY_DN7447_c0_g2_i1|m.9961,0.0
XP_012171702.1,TRINITY_DN8176_c0_g2_i1|m.11978,5e-30
XP_012171703.1,TRINITY_DN4480_c0_g2_i1|m.7246,2e-45
XP_012171704.1,TRINITY_DN6319_c1_g1_i1|m.39951,5e-177
XP_012171705.1,TRINITY_DN6319_c1_g1_i1|m.39951,7e-177
XP_012171706.1,TRINITY_DN9619_c0_g2_i1|m.27407,6e-162
XP_012171710.1,TRINITY_DN11744_c0_g1_i1|m.14379,0.0
XP_012171711.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171712.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171713.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171714.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171715.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171716.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171717.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171718.1,TRINITY_DN11092_c0_g1_i1|m.10118,0.0
XP_012171719.1,TRINITY_DN12335_c0_g2_i1|m.48353,4e-144
XP_012171720.1,TRINITY_DN12335_c0_g2_i1|m.48353,3e-145
XP_012171721.1,TRINITY_DN23490_c0_g1_i1|m.21652,4e-44
XP_012171722.1,TRINITY_DN11316_c0_g1_i1|m.36285,0.0
XP_012171723.1,TRINITY_DN11316_c0_g1_i1|m.36285,0.0
XP_012171724.1,TRINITY_DN11316_c0_g1_i1|m.36285,0.0
XP_012171725.1,TRINITY_DN11316_c0_g1_i1|m.36285,0.0
XP_012171726.1,TRINITY_DN11316_c0_g1_i1|m.36285,0.0
XP_012171727.1,TRINITY_DN3998_c0_g1_i1|m.7049,0.0
XP_012171728.1,TRINITY_DN11584_c0_g1_i1|m.15224,0.0
XP_012171729.1,TRINITY_DN11584_c0_g1_i1|m.15224,0.0
XP_012171730.1,TRINITY_DN11584_c0_g1_i1|m.15224,0.0
XP_012171731.1,TRINITY_DN11584_c0_g1_i1|m.15224,0.0
XP_012171732.1,TRINITY_DN13124_c0_g1_i1|m.46871,0.0
XP_012171733.1,TRINITY_DN13124_c0_g1_i1|m.46871,0.0
XP_012171734.1,TRINITY_DN37634_c0_g1_i1|m.17121,3e-06
XP_012171735.1,TRINITY_DN13726_c1_g1_i1|m.3347,0.0
XP_012171736.1,TRINITY_DN7563_c0_g1_i1|m.41207,0.0
XP_012171737.1,TRINITY_DN7563_c0_g1_i1|m.41207,0.0
XP_012171738.1,TRINITY_DN3998_c0_g1_i1|m.7049,0.0
XP_012171739.1,TRINITY_DN1022_c0_g2_i1|m.10475,0.0
XP_012171741.1,TRINITY_DN13348_c1_g1_i1|m.33647,0.0
XP_012171742.1,TRINITY_DN13855_c3_g1_i1|m.21713,2e-180
XP_012171743.1,TRINITY_DN13855_c3_g1_i1|m.21713,2e-180
XP_012171744.1,TRINITY_DN13855_c3_g1_i1|m.21713,2e-180
XP_012171746.1,TRINITY_DN13855_c3_g1_i1|m.21713,1e-153
XP_012171747.1,TRINITY_DN13627_c5_g1_i1|m.5680,0.0
XP_012171748.1,TRINITY_DN13627_c5_g1_i1|m.5680,0.0
XP_012171749.1,TRINITY_DN13627_c5_g1_i1|m.5680,0.0
XP_012171750.1,TRINITY_DN13627_c5_g1_i1|m.5680,0.0
XP_012171751.1,TRINITY_DN13627_c5_g1_i1|m.5680,0.0
XP_012171752.1,TRINITY_DN8659_c0_g1_i1|m.26031,0.0
XP_012171753.1,TRINITY_DN8659_c0_g1_i1|m.26031,0.0
XP_012171754.1,TRINITY_DN8659_c0_g1_i1|m.26031,0.0
XP_012171755.1,TRINITY_DN8659_c0_g1_i1|m.26031,0.0
XP_012171756.1,TRINITY_DN8659_c0_g1_i1|m.26031,0.0
XP_012171757.1,TRINITY_DN14411_c0_g1_i1|m.24899,3e-63
XP_012171758.1,TRINITY_DN14411_c0_g1_i1|m.24899,3e-63
XP_012171759.1,TRINITY_DN12472_c1_g1_i1|m.45829,3e-159
XP_012171765.1,TRINITY_DN13461_c0_g1_i1|m.32745,0.0
XP_012171768.1,TRINITY_DN11374_c0_g1_i1|m.36239,0.0
XP_012171769.1,TRINITY_DN11374_c0_g1_i1|m.36239,0.0
XP_012171770.1,TRINITY_DN11058_c1_g1_i1|m.10141,0.0
XP_012171771.1,TRINITY_DN11058_c1_g1_i1|m.10141,0.0
XP_012171772.1,TRINITY_DN11058_c1_g1_i1|m.10141,0.0
XP_012171773.1,TRINITY_DN11058_c1_g1_i1|m.10141,0.0
XP_012171774.1,TRINITY_DN11058_c1_g1_i1|m.10141,0.0
XP_012171775.1,TRINITY_DN12719_c0_g1_i1|m.35032,0.0
XP_012171776.1,TRINITY_DN12719_c0_g1_i1|m.35033,2e-39
XP_012171777.1,TRINITY_DN12719_c0_g1_i1|m.35033,2e-39
XP_012171778.1,TRINITY_DN12719_c0_g1_i1|m.35033,2e-39
XP_012171779.1,TRINITY_DN12719_c0_g1_i1|m.35033,2e-39
XP_012171780.1,TRINITY_DN13395_c0_g1_i1|m.33280,0.0
XP_012171781.1,TRINITY_DN12852_c0_g1_i1|m.50421,0.0
XP_012171782.1,TRINITY_DN12941_c2_g1_i1|m.8353,2e-35
XP_012171783.1,TRINITY_DN10736_c0_g1_i1|m.46339,4e-83
XP_012171784.1,TRINITY_DN10831_c0_g1_i1|m.6323,4e-18
XP_012171785.1,TRINITY_DN13395_c0_g1_i1|m.33280,0.0
XP_012171786.1,TRINITY_DN10831_c0_g1_i1|m.6323,4e-18
XP_012171787.1,TRINITY_DN10831_c0_g1_i1|m.6323,4e-18
XP_012171788.1,TRINITY_DN10831_c0_g1_i1|m.6323,4e-18
XP_012171789.1,TRINITY_DN11985_c1_g1_i1|m.10897,6e-179
XP_012171790.1,TRINITY_DN11985_c1_g1_i1|m.10897,6e-138
XP_012171791.1,TRINITY_DN11985_c1_g1_i1|m.10897,5e-141
XP_012171792.1,TRINITY_DN13395_c0_g1_i1|m.33280,0.0
XP_012171793.1,TRINITY_DN12932_c0_g1_i1|m.7899,2e-09
XP_012171794.1,TRINITY_DN8078_c0_g1_i1|m.38813,0.0
XP_012171795.1,TRINITY_DN8078_c0_g1_i1|m.38813,0.0
XP_012171796.1,TRINITY_DN31914_c0_g1_i1|m.25849,2e-24
XP_012171797.1,TRINITY_DN10333_c0_g1_i1|m.1933,0.0
XP_012171798.1,TRINITY_DN7731_c0_g1_i1|m.42973,0.0
XP_012171799.1,TRINITY_DN7731_c0_g1_i1|m.42973,0.0
XP_012171800.1,TRINITY_DN7731_c0_g1_i1|m.42973,0.0
XP_012171801.1,TRINITY_DN9539_c0_g1_i1|m.25408,0.0
XP_012171802.1,TRINITY_DN9539_c0_g1_i1|m.25408,0.0
XP_012171803.1,TRINITY_DN11173_c0_g1_i1|m.41494,5e-143
XP_012171804.1,TRINITY_DN11173_c0_g1_i1|m.41494,1e-143
XP_012171805.1,TRINITY_DN11339_c0_g1_i1|m.36260,2e-144
XP_012171806.1,TRINITY_DN7076_c0_g1_i1|m.13177,5e-86
XP_012171807.1,TRINITY_DN7076_c0_g1_i1|m.13177,5e-86
XP_012171808.1,TRINITY_DN9027_c0_g1_i1|m.4677,5e-64
XP_012171809.1,TRINITY_DN36462_c0_g1_i1|m.41934,9e-112
XP_012171812.1,TRINITY_DN8672_c0_g1_i1|m.25982,0.0
XP_012171812.1,TRINITY_DN8672_c0_g1_i1|m.25982,5e-19
XP_012171813.1,TRINITY_DN11979_c0_g1_i1|m.10915,0.0
XP_012171814.1,TRINITY_DN10827_c0_g1_i1|m.6390,3e-151
XP_012171816.1,TRINITY_DN14107_c6_g1_i1|m.29975,0.0
XP_012171817.1,TRINITY_DN10228_c1_g1_i1|m.43695,0.0
XP_012171818.1,TRINITY_DN14107_c6_g1_i1|m.29975,0.0
XP_012171819.1,TRINITY_DN13018_c0_g1_i1|m.778,0.0
XP_012171820.1,TRINITY_DN13018_c0_g1_i1|m.778,0.0
XP_012171821.1,TRINITY_DN15891_c0_g1_i1|m.12689,4e-11
XP_012171822.1,TRINITY_DN37276_c0_g1_i1|m.25765,4e-154
XP_012171823.1,TRINITY_DN37276_c0_g1_i1|m.25765,1e-120
XP_012171824.1,TRINITY_DN3291_c0_g1_i1|m.27733,6e-08
XP_012171826.1,TRINITY_DN8011_c0_g1_i1|m.38792,0.0
XP_012171827.1,TRINITY_DN8011_c0_g2_i1|m.38793,0.0
XP_012171828.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171829.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171830.1,TRINITY_DN5421_c0_g1_i1|m.49042,1e-66
XP_012171831.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171832.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171833.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171834.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171835.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171836.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171837.1,TRINITY_DN13321_c0_g1_i1|m.34038,0.0
XP_012171838.1,TRINITY_DN8399_c0_g1_i1|m.27999,0.0
XP_012171838.1,TRINITY_DN8399_c0_g1_i1|m.27999,7e-15
XP_012171839.1,TRINITY_DN8399_c0_g1_i1|m.27999,0.0
XP_012171839.1,TRINITY_DN8399_c0_g1_i1|m.27999,7e-15
XP_012171840.1,TRINITY_DN8399_c0_g1_i1|m.27999,0.0
XP_012171841.1,TRINITY_DN13459_c0_g1_i1|m.32829,0.0
XP_012171842.1,TRINITY_DN11521_c0_g1_i1|m.15099,2e-159
XP_012171843.1,TRINITY_DN8618_c0_g1_i1|m.26080,9e-158
XP_012171844.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171845.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171846.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171847.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171848.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171849.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171850.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171851.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171852.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171853.1,TRINITY_DN14156_c11_g2_i1|m.30224,0.0
XP_012171855.1,TRINITY_DN13767_c6_g1_i1|m.3258,0.0
XP_012171856.1,TRINITY_DN13767_c6_g1_i1|m.3258,0.0
XP_012171857.1,TRINITY_DN13767_c6_g1_i1|m.3258,0.0
XP_012171858.1,TRINITY_DN13767_c6_g1_i1|m.3258,0.0
XP_012171859.1,TRINITY_DN13767_c6_g1_i1|m.3258,6e-175
XP_012171860.1,TRINITY_DN13767_c6_g1_i1|m.3258,2e-175
XP_012171861.1,TRINITY_DN13767_c6_g1_i1|m.3258,7e-178
XP_012171862.1,TRINITY_DN13767_c6_g1_i1|m.3258,4e-159
XP_012171863.1,TRINITY_DN13767_c6_g1_i1|m.3258,5e-158
XP_012171865.1,TRINITY_DN13422_c0_g1_i1|m.33090,9e-160
XP_012171866.1,TRINITY_DN2819_c0_g1_i1|m.21249,2e-68
XP_012171867.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171868.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171869.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171870.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171871.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171872.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171873.1,TRINITY_DN27717_c0_g1_i1|m.28799,0.0
XP_012171874.1,TRINITY_DN10418_c0_g1_i1|m.42288,0.0
XP_012171875.1,TRINITY_DN10418_c0_g1_i1|m.42288,0.0
XP_012171876.1,TRINITY_DN23008_c0_g1_i1|m.11352,4e-16
XP_012171877.1,TRINITY_DN2380_c0_g1_i1|m.31070,1e-115
XP_012171878.1,TRINITY_DN27298_c0_g1_i1|m.6718,0.0
XP_012171879.1,TRINITY_DN27298_c0_g1_i1|m.6718,0.0
XP_012171880.1,TRINITY_DN13552_c0_g1_i1|m.44097,0.0
XP_012171881.1,TRINITY_DN13552_c0_g1_i1|m.44097,0.0
XP_012171882.1,TRINITY_DN13458_c2_g1_i1|m.32498,0.0
XP_012171883.1,TRINITY_DN13458_c2_g1_i1|m.32498,0.0
XP_012171884.1,TRINITY_DN13458_c2_g1_i1|m.32498,0.0
XP_012171885.1,TRINITY_DN2796_c0_g2_i1|m.33180,1e-133
XP_012171886.1,TRINITY_DN12949_c0_g1_i1|m.7671,2e-156
XP_012171887.1,TRINITY_DN12171_c0_g1_i1|m.36577,2e-81
XP_012171888.1,TRINITY_DN12986_c0_g1_i1|m.7557,0.0
XP_012171889.1,TRINITY_DN12986_c0_g1_i1|m.7557,0.0
XP_012171890.1,TRINITY_DN2532_c0_g2_i1|m.50528,0.0
XP_012171891.1,TRINITY_DN12986_c0_g1_i1|m.7557,0.0
XP_012171892.1,TRINITY_DN23304_c0_g1_i1|m.31214,2e-160
XP_012171893.1,TRINITY_DN14931_c0_g1_i1|m.31038,3e-170
XP_012171894.1,TRINITY_DN14931_c0_g1_i1|m.31038,3e-170
XP_012171895.1,TRINITY_DN14931_c0_g1_i1|m.31038,3e-170
XP_012171896.1,TRINITY_DN14931_c0_g1_i1|m.31038,7e-168
XP_012171897.1,TRINITY_DN14931_c0_g1_i1|m.31038,3e-170
XP_012171898.1,TRINITY_DN5314_c0_g1_i1|m.2279,0.0
XP_012171899.1,TRINITY_DN2532_c0_g1_i1|m.50526,1e-102
XP_012171900.1,TRINITY_DN6190_c0_g1_i1|m.14675,0.0
XP_012171901.1,TRINITY_DN13070_c0_g1_i1|m.445,8e-86
XP_012171902.1,TRINITY_DN13070_c0_g1_i1|m.445,8e-86
XP_012171903.1,TRINITY_DN13070_c0_g1_i1|m.445,9e-82
XP_012171904.1,TRINITY_DN13070_c0_g1_i1|m.443,0.0
XP_012171905.1,TRINITY_DN13070_c0_g1_i1|m.443,0.0
XP_012171906.1,TRINITY_DN13070_c0_g1_i1|m.443,0.0
XP_012171907.1,TRINITY_DN13070_c0_g1_i1|m.443,0.0
XP_012171908.1,TRINITY_DN9029_c0_g1_i1|m.4700,0.0
XP_012171909.1,TRINITY_DN33503_c0_g1_i1|m.9062,4e-120
XP_012171910.1,TRINITY_DN11892_c0_g1_i1|m.16606,8e-06
XP_012171911.1,TRINITY_DN13959_c2_g1_i1|m.23940,5e-108
XP_012171912.1,TRINITY_DN2170_c0_g1_i1|m.39581,0.0
XP_012171914.1,TRINITY_DN5737_c0_g1_i1|m.16756,0.0
XP_012171915.1,TRINITY_DN12037_c0_g2_i1|m.37415,2e-87
XP_012171916.1,TRINITY_DN35618_c0_g1_i1|m.27928,3e-29
XP_012171917.1,TRINITY_DN4961_c0_g2_i1|m.21441,0.0
XP_012171918.1,TRINITY_DN25323_c0_g1_i1|m.40547,1e-08
XP_012171919.1,TRINITY_DN653_c0_g2_i1|m.11154,5e-165
XP_012171922.1,TRINITY_DN4446_c0_g1_i1|m.7236,7e-05
XP_012171923.1,TRINITY_DN11046_c0_g3_i1|m.10170,0.0
XP_012171924.1,TRINITY_DN13610_c4_g12_i1|m.5839,0.0
XP_012171925.1,TRINITY_DN13610_c4_g12_i1|m.5839,0.0
XP_012171926.1,TRINITY_DN27990_c0_g1_i1|m.37277,2e-11
XP_012171927.1,TRINITY_DN27990_c0_g1_i1|m.37277,2e-11
XP_012171928.1,TRINITY_DN32118_c0_g1_i1|m.39405,0.0
XP_012171929.1,TRINITY_DN6357_c0_g1_i1|m.39858,0.0
XP_012171930.1,TRINITY_DN6357_c0_g1_i1|m.39858,0.0
XP_012171931.1,TRINITY_DN13334_c0_g1_i1|m.33655,6e-127
XP_012171932.1,TRINITY_DN13969_c0_g1_i1|m.23380,0.0
XP_012171933.1,TRINITY_DN9275_c0_g1_i1|m.41022,5e-23
XP_012171934.1,TRINITY_DN11943_c0_g2_i1|m.10720,0.0
XP_012171935.1,TRINITY_DN19446_c0_g1_i1|m.31083,0.0
XP_012171937.1,TRINITY_DN12999_c0_g1_i1|m.7619,0.0
XP_012171938.1,TRINITY_DN12480_c1_g2_i1|m.45561,3e-115
XP_012171939.1,TRINITY_DN12480_c1_g2_i1|m.45561,1e-114
XP_012171940.1,TRINITY_DN8844_c0_g1_i1|m.26307,0.0
XP_012171941.1,TRINITY_DN13228_c1_g1_i1|m.19429,4e-159
XP_012171941.1,TRINITY_DN13228_c1_g1_i1|m.19429,1e-138
XP_012171942.1,TRINITY_DN13228_c1_g1_i1|m.19429,4e-159
XP_012171942.1,TRINITY_DN13228_c1_g1_i1|m.19429,1e-138
XP_012171943.1,TRINITY_DN10668_c0_g1_i1|m.47908,0.0
XP_012171944.1,TRINITY_DN10401_c0_g2_i1|m.42230,0.0
XP_012171945.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171946.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171947.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171948.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171949.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171950.1,TRINITY_DN10668_c0_g1_i1|m.47908,0.0
XP_012171951.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171952.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171953.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171954.1,TRINITY_DN13988_c3_g1_i1|m.24307,0.0
XP_012171955.1,TRINITY_DN13988_c3_g1_i1|m.24306,4e-176
XP_012171956.1,TRINITY_DN14156_c7_g1_i1|m.30070,0.0
XP_012171956.1,TRINITY_DN14156_c7_g1_i1|m.30070,3e-83
XP_012171957.1,TRINITY_DN14129_c0_g1_i1|m.29776,7e-05
XP_012171958.1,TRINITY_DN14129_c0_g1_i1|m.29776,7e-05
XP_012171959.1,TRINITY_DN14129_c0_g1_i1|m.29776,7e-05
XP_012171960.1,TRINITY_DN14129_c0_g1_i1|m.29776,7e-05
XP_012171961.1,TRINITY_DN11820_c1_g2_i1|m.16215,2e-65
XP_012171962.1,TRINITY_DN11820_c1_g2_i1|m.16215,2e-65
XP_012171963.1,TRINITY_DN11820_c1_g2_i1|m.16215,2e-65
XP_012171964.1,TRINITY_DN11820_c1_g2_i1|m.16215,3e-46
XP_012171965.1,TRINITY_DN11820_c1_g2_i1|m.16215,3e-46
XP_012171966.1,TRINITY_DN11820_c1_g2_i1|m.16215,3e-46
XP_012171967.1,TRINITY_DN27678_c0_g1_i1|m.43292,1e-172
XP_012171968.1,TRINITY_DN11430_c0_g1_i1|m.34860,0.0
XP_012171969.1,TRINITY_DN12233_c0_g1_i1|m.1520,0.0
XP_012171970.1,TRINITY_DN27946_c0_g1_i1|m.37283,4e-49
XP_012171971.1,TRINITY_DN2823_c0_g2_i1|m.21238,0.0
XP_012171972.1,TRINITY_DN2823_c0_g2_i1|m.21238,0.0
XP_012171973.1,TRINITY_DN18809_c0_g1_i1|m.16074,0.0
XP_012171975.1,TRINITY_DN127_c0_g1_i1|m.49638,1e-125
XP_012171976.1,TRINITY_DN127_c0_g1_i1|m.49638,1e-125
XP_012171977.1,TRINITY_DN67_c0_g1_i1|m.46611,1e-18
XP_012171978.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171979.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171980.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171981.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171982.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171983.1,TRINITY_DN127_c0_g1_i1|m.49638,0.0
XP_012171985.1,TRINITY_DN36415_c0_g1_i1|m.41932,1e-102
XP_012171986.1,TRINITY_DN14153_c2_g1_i1|m.29831,3e-35
XP_012171987.1,TRINITY_DN31677_c0_g1_i1|m.26909,6e-32
XP_012171988.1,TRINITY_DN30674_c0_g1_i1|m.41322,6e-60
XP_012171990.1,TRINITY_DN27622_c0_g1_i1|m.43301,8e-90
XP_012171991.1,TRINITY_DN11564_c1_g2_i1|m.15058,0.0
XP_012171993.1,TRINITY_DN10037_c1_g4_i1|m.26666,4e-88
XP_012171994.1,TRINITY_DN31731_c0_g1_i1|m.2528,2e-154
XP_012171995.1,TRINITY_DN31731_c0_g1_i1|m.2528,2e-64
XP_012171996.1,TRINITY_DN8588_c0_g2_i1|m.40087,8e-58
XP_012171997.1,TRINITY_DN11213_c0_g1_i1|m.8973,0.0
XP_012171998.1,TRINITY_DN10682_c0_g1_i1|m.48089,6e-138
XP_012171999.1,TRINITY_DN10682_c0_g1_i1|m.48089,6e-138
XP_012172000.1,TRINITY_DN10682_c0_g1_i1|m.48089,6e-138
XP_012172001.1,TRINITY_DN10425_c0_g1_i1|m.42185,0.0
XP_012172002.1,TRINITY_DN10425_c0_g1_i1|m.42185,0.0
XP_012172002.1,TRINITY_DN10425_c0_g1_i1|m.42185,2e-25
XP_012172002.1,TRINITY_DN10425_c0_g1_i1|m.42185,1e-22
XP_012172002.1,TRINITY_DN10425_c0_g1_i1|m.42185,2e-18
XP_012172003.1,TRINITY_DN10425_c0_g1_i1|m.42185,0.0
XP_012172003.1,TRINITY_DN10425_c0_g1_i1|m.42185,2e-25
XP_012172003.1,TRINITY_DN10425_c0_g1_i1|m.42185,8e-23
XP_012172003.1,TRINITY_DN10425_c0_g1_i1|m.42185,1e-18
XP_012172004.1,TRINITY_DN6828_c0_g1_i1|m.2611,9e-82
XP_012172005.1,TRINITY_DN6828_c0_g1_i1|m.2611,9e-82
XP_012172006.1,TRINITY_DN6639_c0_g2_i1|m.41818,1e-19
XP_012172007.1,TRINITY_DN6639_c0_g2_i1|m.41818,5e-17
XP_012172009.1,TRINITY_DN30094_c0_g1_i1|m.15991,6e-17
XP_012172010.1,TRINITY_DN5932_c0_g1_i1|m.37366,0.0
XP_012172011.1,TRINITY_DN5932_c0_g1_i1|m.37366,0.0
XP_012172012.1,TRINITY_DN12524_c0_g1_i1|m.31875,5e-179
XP_012172013.1,TRINITY_DN10508_c0_g1_i1|m.47528,9e-33
XP_012172014.1,TRINITY_DN10508_c0_g1_i1|m.47528,5e-31
XP_012172015.1,TRINITY_DN10508_c0_g1_i1|m.47528,8e-30
XP_012172016.1,TRINITY_DN12524_c0_g1_i1|m.31875,5e-179
XP_012172017.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172018.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172019.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172020.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172021.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172022.1,TRINITY_DN2475_c0_g2_i1|m.11213,3e-70
XP_012172023.1,TRINITY_DN11649_c0_g1_i1|m.28197,0.0
XP_012172024.1,TRINITY_DN11649_c0_g1_i1|m.28197,0.0
XP_012172025.1,TRINITY_DN11649_c0_g1_i1|m.28197,0.0
XP_012172026.1,TRINITY_DN12524_c0_g1_i1|m.31875,2e-175
XP_012172027.1,TRINITY_DN10522_c0_g1_i1|m.47631,6e-110
XP_012172028.1,TRINITY_DN6801_c0_g1_i1|m.2618,0.0
XP_012172029.1,TRINITY_DN6801_c0_g1_i1|m.2618,0.0
XP_012172030.1,TRINITY_DN6801_c0_g1_i1|m.2618,0.0
XP_012172031.1,TRINITY_DN11202_c0_g2_i1|m.8570,9e-149
XP_012172032.1,TRINITY_DN13295_c1_g2_i1|m.20148,2e-123
XP_012172032.1,TRINITY_DN13295_c1_g2_i1|m.20148,2e-12
XP_012172032.1,TRINITY_DN13295_c1_g2_i1|m.20148,1e-09
XP_012172032.1,TRINITY_DN13295_c1_g2_i1|m.20148,2e-07
