ln,am,evalue
KMQ96243.1,XP_012167702.1,2e-15
KMQ96244.1,XP_003397978.1,4e-120
KMQ96245.1,XP_012169897.1,8e-135
KMQ96245.1,XP_012169897.1,3e-07
KMQ96246.1,XP_012169526.1,0.0
KMQ96247.1,XP_003398947.1,2e-45
KMQ96248.1,XP_012169079.1,0.0
KMQ96249.1,XP_003393588.1,0.0
KMQ96250.1,XP_003393588.1,0.0
KMQ96252.1,XP_012173423.1,0.0
KMQ96253.1,XP_003399483.1,5e-99
KMQ96254.1,XP_012169928.1,0.0
KMQ96254.1,XP_012169928.1,5e-12
KMQ96254.1,XP_012169928.1,1e-11
KMQ96254.1,XP_012169928.1,2e-10
KMQ96254.1,XP_012169928.1,1e-05
KMQ96254.1,XP_012169928.1,3e-05
KMQ96254.1,XP_012169928.1,6e-05
KMQ96255.1,XP_012169932.1,0.0
KMQ96255.1,XP_012169932.1,2e-19
KMQ96255.1,XP_012169932.1,5e-12
KMQ96255.1,XP_012169932.1,2e-07
KMQ96255.1,XP_012169932.1,3e-06
KMQ96255.1,XP_012169932.1,5e-05
KMQ96257.1,XP_003397729.1,0.0
KMQ96258.1,XP_012173369.1,0.0
KMQ96259.1,XP_012171237.1,0.0
KMQ96260.1,XP_012173210.1,2e-56
KMQ96261.1,XP_012165590.1,0.0
KMQ96261.1,XP_012165590.1,6e-61
KMQ96261.1,XP_012165590.1,2e-09
KMQ96261.1,XP_012165590.1,6e-06
KMQ96262.1,XP_012163338.1,0.0
KMQ96263.1,XP_003403080.1,8e-08
KMQ96265.1,XP_003403112.1,2e-177
KMQ96266.1,XP_003401638.1,2e-60
KMQ96266.1,XP_003401638.1,1e-23
KMQ96267.1,XP_012172907.1,0.0
KMQ96268.1,XP_003403025.2,0.0
KMQ96269.1,XP_003393113.2,1e-50
KMQ96270.1,XP_012164237.1,0.0
KMQ96271.1,XP_003402131.1,0.0
KMQ96273.1,XP_003399751.1,7e-179
KMQ96274.1,XP_012174510.1,0.0
KMQ96275.1,XP_003393273.1,3e-92
KMQ96276.1,XP_012174824.1,4e-40
KMQ96277.1,XP_012174729.1,6e-142
KMQ96278.1,XP_003399469.1,9e-44
KMQ96279.1,XP_003395029.1,2e-103
KMQ96280.1,XP_012163408.1,2e-49
KMQ96282.1,XP_012171545.1,2e-46
KMQ96283.1,XP_012171560.1,5e-174
KMQ96284.1,XP_012171558.1,0.0
KMQ96285.1,XP_012164746.1,6e-07
KMQ96286.1,XP_003397149.1,0.0
KMQ96287.1,XP_012168954.1,3e-85
KMQ96288.1,XP_003403296.2,0.0
KMQ96288.1,XP_003403296.2,2e-127
KMQ96290.1,XP_012163643.1,0.0
KMQ96291.1,XP_012165718.1,0.0
KMQ96292.1,XP_003393198.1,0.0
KMQ96293.1,XP_012170027.1,4e-178
KMQ96295.1,XP_012164744.1,0.0
KMQ96296.1,XP_012164744.1,6e-79
KMQ96297.1,XP_003395818.1,0.0
KMQ96298.1,XP_003395819.1,0.0
KMQ96299.1,XP_003397407.1,2e-137
KMQ96300.1,XP_012167020.1,0.0
KMQ96301.1,XP_012167024.1,2e-147
KMQ96302.1,XP_012166839.1,9e-115
KMQ96303.1,XP_003393087.1,1e-69
KMQ96304.1,XP_012170937.1,1e-146
KMQ96305.1,XP_012173861.1,0.0
KMQ96306.1,XP_003402288.1,1e-180
KMQ96307.1,XP_003402287.1,0.0
KMQ96308.1,XP_003402291.2,0.0
KMQ96309.1,XP_012173868.1,4e-93
KMQ96310.1,XP_012173867.1,6e-101
KMQ96312.1,XP_012173865.1,0.0
KMQ96313.1,XP_012173862.1,2e-88
KMQ96314.1,XP_012164771.1,2e-167
KMQ96315.1,XP_003396071.1,0.0
KMQ96316.1,XP_003396071.1,0.0
KMQ96317.1,XP_012164771.1,2e-167
KMQ96318.1,XP_012166549.1,2e-89
KMQ96319.1,XP_012166547.1,1e-175
KMQ96320.1,XP_012170661.1,2e-136
KMQ96322.1,XP_012174905.1,2e-08
KMQ96324.1,XP_012165125.1,0.0
KMQ96325.1,XP_003394052.1,0.0
KMQ96326.1,XP_012163588.1,0.0
KMQ96327.1,XP_003395135.1,8e-99
KMQ96329.1,XP_003396355.2,0.0
KMQ96330.1,XP_012164078.1,0.0
KMQ96330.1,XP_012164078.1,4e-19
KMQ96330.1,XP_012164078.1,4e-08
KMQ96331.1,XP_012165004.1,0.0
KMQ96332.1,XP_012165003.1,0.0
KMQ96333.1,XP_003396208.2,1e-122
KMQ96334.1,XP_003394534.1,0.0
KMQ96335.1,XP_012172330.1,0.0
KMQ96336.1,XP_003402285.1,0.0
KMQ96337.1,XP_003395850.1,7e-64
KMQ96338.1,XP_003399313.1,9e-67
KMQ96339.1,XP_003403100.1,0.0
KMQ96340.1,XP_003403090.1,0.0
KMQ96341.1,XP_003402391.2,6e-66
KMQ96342.1,XP_012175522.1,2e-179
KMQ96343.1,XP_012175522.1,2e-180
KMQ96344.1,XP_003401049.1,2e-147
KMQ96345.1,XP_012174081.1,0.0
KMQ96346.1,XP_012173356.1,0.0
KMQ96347.1,XP_012173352.1,0.0
KMQ96348.1,XP_012173402.1,4e-125
KMQ96349.1,XP_012173713.1,0.0
KMQ96350.1,XP_003398175.1,0.0
KMQ96351.1,XP_003398174.1,0.0
KMQ96352.1,XP_012173753.1,0.0
KMQ96353.1,XP_012176556.1,3e-169
KMQ96354.1,XP_003394254.1,0.0
KMQ96355.1,XP_003397798.1,2e-10
KMQ96355.1,XP_003397798.1,5e-05
KMQ96357.1,XP_003400546.1,1e-94
KMQ96358.1,XP_012171414.1,0.0
KMQ96359.1,XP_003395118.1,0.0
KMQ96360.1,XP_012163726.1,0.0
KMQ96360.1,XP_012163726.1,8e-50
KMQ96360.1,XP_012163726.1,5e-27
KMQ96360.1,XP_012163726.1,3e-26
KMQ96360.1,XP_012163726.1,6e-16
KMQ96360.1,XP_012163726.1,3e-15
KMQ96360.1,XP_012163726.1,5e-10
KMQ96360.1,XP_012163726.1,9e-10
KMQ96360.1,XP_012163726.1,5e-09
KMQ96361.1,XP_012163559.1,3e-35
KMQ96362.1,XP_012167243.1,0.0
KMQ96363.1,XP_003396416.1,1e-168
KMQ96364.1,XP_003396417.1,0.0
KMQ96365.1,XP_012165451.1,0.0
KMQ96366.1,XP_003403346.1,0.0
KMQ96366.1,XP_003403346.1,2e-15
KMQ96367.1,XP_012175442.1,0.0
KMQ96368.1,XP_012167558.1,3e-133
KMQ96369.1,XP_003396914.1,0.0
KMQ96369.1,XP_003396914.1,2e-84
KMQ96370.1,XP_012166076.1,2e-140
KMQ96371.1,XP_003402549.2,8e-78
KMQ96372.1,XP_003402548.1,0.0
KMQ96373.1,XP_003402549.2,0.0
KMQ96374.1,XP_012167158.1,4e-166
KMQ96375.1,XP_012174530.1,5e-146
KMQ96376.1,XP_003393517.1,4e-61
KMQ96377.1,XP_012165725.1,0.0
KMQ96378.1,XP_003402271.1,2e-44
KMQ96378.1,XP_003402271.1,2e-08
KMQ96379.1,XP_012173844.1,3e-10
KMQ96379.1,XP_012173844.1,2e-09
KMQ96379.1,XP_012173844.1,9e-08
KMQ96380.1,XP_012168945.1,0.0
KMQ96381.1,XP_012168945.1,0.0
KMQ96382.1,XP_012170341.1,0.0
KMQ96383.1,XP_003399759.1,0.0
KMQ96384.1,XP_012175679.1,2e-14
KMQ96385.1,XP_012164830.1,0.0
KMQ96386.1,XP_003396025.1,5e-177
KMQ96387.1,XP_012164837.1,2e-150
KMQ96388.1,XP_012170898.1,0.0
KMQ96389.1,XP_003394957.1,0.0
KMQ96390.1,XP_012163330.1,0.0
KMQ96391.1,XP_012174578.1,0.0
KMQ96392.1,XP_012174577.1,0.0
KMQ96394.1,XP_012173537.1,0.0
KMQ96394.1,XP_012173537.1,3e-33
KMQ96395.1,XP_003393142.1,0.0
KMQ96396.1,XP_012164755.1,1e-160
KMQ96397.1,XP_012167743.1,0.0
KMQ96397.1,XP_012167743.1,7e-41
KMQ96399.1,XP_012167116.1,0.0
KMQ96399.1,XP_012167116.1,2e-16
KMQ96399.1,XP_012167116.1,2e-12
KMQ96399.1,XP_012167116.1,2e-07
KMQ96400.1,XP_012165510.1,0.0
KMQ96401.1,XP_003396602.1,0.0
KMQ96402.1,XP_003399971.1,0.0
KMQ96403.1,XP_003401797.1,0.0
KMQ96405.1,XP_012169817.1,0.0
KMQ96406.1,XP_003402117.1,2e-85
KMQ96407.1,XP_012170197.1,4e-148
KMQ96407.1,XP_012170197.1,1e-52
KMQ96408.1,XP_012170387.1,0.0
KMQ96409.1,XP_012170398.1,0.0
KMQ96410.1,XP_012170389.1,0.0
KMQ96411.1,XP_012165960.1,7e-15
KMQ96412.1,XP_012163063.1,0.0
KMQ96413.1,XP_003394857.1,0.0
KMQ96414.1,XP_012174742.1,0.0
KMQ96415.1,XP_012174743.1,0.0
KMQ96416.1,XP_003402966.1,0.0
KMQ96417.1,XP_012174743.1,2e-154
KMQ96418.1,XP_012174736.1,0.0
KMQ96419.1,XP_003400678.1,2e-121
KMQ96420.1,XP_012176362.1,5e-159
KMQ96421.1,XP_003402467.1,0.0
KMQ96421.1,XP_003402467.1,5e-50
KMQ96421.1,XP_003402467.1,4e-36
KMQ96421.1,XP_003402467.1,7e-30
KMQ96421.1,XP_003402467.1,1e-13
KMQ96422.1,XP_003402467.1,2e-55
KMQ96423.1,XP_003402467.1,3e-42
KMQ96424.1,XP_012174078.1,5e-120
KMQ96425.1,XP_012174077.1,5e-53
KMQ96426.1,XP_003402471.1,3e-128
KMQ96427.1,XP_012164807.1,3e-28
KMQ96429.1,XP_012168777.1,0.0
KMQ96430.1,XP_012168780.1,6e-43
KMQ96431.1,XP_003397281.1,2e-157
KMQ96432.1,XP_012175967.1,3e-155
KMQ96434.1,XP_003393136.1,0.0
KMQ96435.1,XP_003394924.1,2e-86
KMQ96436.1,XP_003394925.1,1e-97
KMQ96437.1,XP_003393189.1,9e-99
KMQ96438.1,XP_003393189.1,0.0
KMQ96439.1,XP_012167803.1,2e-72
KMQ96440.1,XP_012167802.1,0.0
KMQ96441.1,XP_003398334.1,3e-161
KMQ96442.1,XP_012168042.1,7e-132
KMQ96443.1,XP_012163454.1,3e-78
KMQ96444.1,XP_003393058.1,0.0
KMQ96445.1,XP_012163509.1,4e-159
KMQ96446.1,XP_012163533.1,2e-51
KMQ96446.1,XP_012163533.1,1e-06
KMQ96446.1,XP_012163533.1,9e-06
KMQ96447.1,XP_003397281.1,3e-57
KMQ96448.1,XP_012175804.1,1e-27
KMQ96449.1,XP_003398772.2,0.0
KMQ96450.1,XP_003402405.1,8e-74
KMQ96451.1,XP_012174130.1,0.0
KMQ96452.1,XP_003402456.2,1e-100
KMQ96453.1,XP_012174121.1,0.0
KMQ96454.1,XP_012174122.1,1e-33
KMQ96455.1,XP_012165403.1,1e-125
KMQ96456.1,XP_012165297.1,0.0
KMQ96456.1,XP_012165297.1,7e-59
KMQ96457.1,XP_012167058.1,6e-60
KMQ96458.1,XP_012170733.1,0.0
KMQ96459.1,XP_003400115.1,7e-127
KMQ96462.1,XP_012176701.1,0.0
KMQ96463.1,XP_003397663.1,5e-173
KMQ96463.1,XP_003397663.1,1e-57
KMQ96464.1,XP_012167260.1,3e-89
KMQ96466.1,XP_003400597.1,3e-35
KMQ96467.1,XP_003400597.1,1e-78
KMQ96468.1,XP_003400598.1,0.0
KMQ96471.1,XP_012169148.1,1e-139
KMQ96472.1,XP_003394040.1,0.0
KMQ96472.1,XP_003394040.1,6e-176
KMQ96472.1,XP_003394040.1,3e-110
KMQ96473.1,XP_003394087.1,4e-168
KMQ96474.1,XP_012175740.1,0.0
KMQ96475.1,XP_012164755.1,2e-43
KMQ96476.1,XP_003401882.1,2e-56
KMQ96477.1,XP_012171080.1,0.0
KMQ96478.1,XP_012171064.1,0.0
KMQ96478.1,XP_012171064.1,7e-23
KMQ96478.1,XP_012171064.1,9e-21
KMQ96478.1,XP_012171064.1,7e-06
KMQ96482.1,XP_012166122.1,0.0
KMQ96483.1,XP_012166214.1,7e-114
KMQ96485.1,XP_003400241.1,1e-121
KMQ96486.1,XP_012171013.1,7e-84
KMQ96487.1,XP_012166572.1,1e-148
KMQ96488.1,XP_012169026.1,0.0
KMQ96488.1,XP_012169026.1,3e-13
KMQ96489.1,XP_012169029.1,1e-35
KMQ96490.1,XP_012163149.1,2e-06
KMQ96491.1,XP_012164512.1,6e-47
KMQ96492.1,XP_012175733.1,0.0
KMQ96493.1,XP_003394036.1,0.0
KMQ96494.1,XP_003394038.1,2e-152
KMQ96496.1,XP_012175736.1,3e-157
KMQ96497.1,XP_012174429.1,0.0
KMQ96498.1,XP_012174426.1,0.0
KMQ96499.1,XP_012175300.1,0.0
KMQ96500.1,XP_012175320.1,2e-59
KMQ96500.1,XP_012175320.1,2e-22
KMQ96501.1,XP_003395701.1,0.0
KMQ96501.1,XP_003395701.1,6e-08
KMQ96502.1,XP_003394281.1,0.0
KMQ96503.1,XP_012167742.1,0.0
KMQ96503.1,XP_012167742.1,4e-65
KMQ96504.1,XP_003398230.1,0.0
KMQ96505.1,XP_012167746.1,0.0
KMQ96506.1,XP_012168423.1,0.0
KMQ96508.1,XP_012171484.1,8e-21
KMQ96510.1,XP_012166807.1,5e-138
KMQ96511.1,XP_012166803.1,4e-71
KMQ96511.1,XP_012166803.1,7e-63
KMQ96512.1,XP_012168705.1,0.0
KMQ96513.1,XP_012168705.1,0.0
KMQ96514.1,XP_012166803.1,4e-71
KMQ96514.1,XP_012166803.1,7e-63
KMQ96515.1,XP_012166807.1,6e-138
KMQ96516.1,XP_012175728.1,0.0
KMQ96517.1,XP_012167095.1,0.0
KMQ96518.1,XP_003397594.1,0.0
KMQ96519.1,XP_012167096.1,1e-162
KMQ96520.1,XP_003397717.1,0.0
KMQ96521.1,XP_012169761.1,0.0
KMQ96522.1,XP_012169819.1,1e-73
KMQ96522.1,XP_012169819.1,2e-07
KMQ96524.1,XP_012169819.1,1e-64
KMQ96524.1,XP_012169819.1,2e-10
KMQ96525.1,XP_003401436.1,0.0
KMQ96526.1,XP_003400933.1,2e-119
KMQ96527.1,XP_012171922.1,3e-179
KMQ96528.1,XP_012170202.1,2e-108
KMQ96529.1,XP_003399683.1,8e-148
KMQ96530.1,XP_012170933.1,0.0
KMQ96531.1,XP_003392898.1,0.0
KMQ96532.1,XP_012176065.1,0.0
KMQ96533.1,XP_003402512.1,4e-34
KMQ96534.1,XP_003402512.1,3e-114
KMQ96535.1,XP_003393970.1,2e-41
KMQ96536.1,XP_012165892.1,0.0
KMQ96537.1,XP_012164485.1,3e-06
KMQ96538.1,XP_012164485.1,6e-40
KMQ96539.1,XP_003395576.1,0.0
KMQ96540.1,XP_012164486.1,3e-120
KMQ96541.1,XP_003396233.1,0.0
KMQ96542.1,XP_003396235.1,0.0
KMQ96543.1,XP_012174475.1,9e-139
KMQ96544.1,XP_012174476.1,6e-75
KMQ96545.1,XP_012175009.1,3e-93
KMQ96546.1,XP_012175006.1,5e-174
KMQ96547.1,XP_003403044.1,2e-156
KMQ96549.1,XP_003396591.1,5e-18
KMQ96550.1,XP_012163227.1,5e-34
KMQ96551.1,XP_003395230.1,1e-110
KMQ96552.1,XP_012172086.1,0.0
KMQ96553.1,XP_003397873.1,0.0
KMQ96553.1,XP_003397873.1,3e-43
KMQ96553.1,XP_003397873.1,2e-39
KMQ96553.1,XP_003397873.1,4e-27
KMQ96554.1,XP_003402583.1,0.0
KMQ96555.1,XP_012164442.1,1e-83
KMQ96556.1,XP_012164531.1,3e-50
KMQ96557.1,XP_012164531.1,1e-58
KMQ96558.1,XP_003397184.1,2e-05
KMQ96559.1,XP_012166464.1,2e-49
KMQ96560.1,XP_012166467.1,3e-153
KMQ96562.1,XP_003397279.1,0.0
KMQ96563.1,XP_012166450.1,0.0
KMQ96564.1,XP_012166451.1,0.0
KMQ96565.1,XP_012168851.1,0.0
KMQ96566.1,XP_012168850.1,0.0
KMQ96567.1,XP_003398806.1,2e-112
KMQ96568.1,XP_012168845.1,0.0
KMQ96569.1,XP_003398844.2,1e-119
KMQ96570.1,XP_003398341.1,4e-76
KMQ96571.1,XP_012168055.1,0.0
KMQ96572.1,XP_003392935.1,0.0
KMQ96573.1,XP_012172506.1,3e-05
KMQ96574.1,XP_012166280.1,0.0
KMQ96575.1,XP_012166273.1,1e-170
KMQ96575.1,XP_012166273.1,6e-47
KMQ96576.1,XP_012166294.1,0.0
KMQ96577.1,XP_003397378.2,0.0
KMQ96578.1,XP_003396651.1,5e-166
KMQ96579.1,XP_012165704.1,9e-54
KMQ96580.1,XP_012165707.1,2e-163
KMQ96581.1,XP_003398925.1,5e-17
KMQ96583.1,XP_003401149.1,6e-15
KMQ96584.1,XP_003400677.1,0.0
KMQ96585.1,XP_012171502.1,3e-145
KMQ96586.1,XP_003400675.1,2e-142
KMQ96587.1,XP_012168891.1,6e-176
KMQ96588.1,XP_012168892.1,7e-77
KMQ96589.1,XP_012168893.1,0.0
KMQ96590.1,XP_012163412.1,4e-33
KMQ96590.1,XP_012163412.1,1e-27
KMQ96590.1,XP_012163412.1,2e-24
KMQ96590.1,XP_012163412.1,7e-22
KMQ96590.1,XP_012163412.1,2e-19
KMQ96590.1,XP_012163412.1,1e-15
KMQ96590.1,XP_012163412.1,6e-14
KMQ96590.1,XP_012163412.1,5e-12
KMQ96590.1,XP_012163412.1,7e-12
KMQ96591.1,XP_003396960.2,6e-73
KMQ96592.1,XP_012166120.1,0.0
KMQ96593.1,XP_012176334.1,0.0
KMQ96593.1,XP_012176334.1,1e-09
KMQ96595.1,XP_012167662.1,6e-137
KMQ96596.1,XP_012163382.1,9e-157
KMQ96597.1,XP_012176707.1,0.0
KMQ96598.1,XP_012163645.1,3e-74
KMQ96599.1,XP_003395192.1,4e-109
KMQ96600.1,XP_012163646.1,2e-62
KMQ96601.1,XP_003395178.1,0.0
KMQ96602.1,XP_003394446.2,9e-159
KMQ96603.1,XP_012176380.1,4e-14
KMQ96604.1,XP_012164408.1,2e-165
KMQ96605.1,XP_012164403.1,0.0
KMQ96606.1,XP_012164304.1,5e-63
KMQ96607.1,XP_012164305.1,3e-161
KMQ96608.1,XP_012169815.1,4e-07
KMQ96609.1,XP_012164300.1,1e-09
KMQ96610.1,XP_012172701.1,2e-27
KMQ96611.1,XP_012172694.1,0.0
KMQ96612.1,XP_012172696.1,2e-175
KMQ96613.1,XP_003399211.2,3e-167
KMQ96614.1,XP_003398956.1,3e-127
KMQ96615.1,XP_003398956.1,4e-40
KMQ96616.1,XP_003394032.1,0.0
KMQ96617.1,XP_012175726.1,0.0
KMQ96618.1,XP_012169364.1,2e-61
KMQ96619.1,XP_012169701.1,8e-95
KMQ96620.1,XP_012167920.1,0.0
KMQ96622.1,XP_003400839.1,8e-70
KMQ96623.1,XP_012167293.1,3e-61
KMQ96624.1,XP_012170712.1,0.0
KMQ96625.1,XP_012164504.1,5e-40
KMQ96625.1,XP_012164504.1,5e-23
KMQ96626.1,XP_003402634.1,0.0
KMQ96627.1,XP_003402633.1,0.0
KMQ96628.1,XP_012174365.1,0.0
KMQ96629.1,XP_003402631.2,6e-49
KMQ96630.1,XP_012174362.1,0.0
KMQ96632.1,XP_012163616.1,2e-17
KMQ96633.1,XP_003394288.1,0.0
KMQ96634.1,XP_003394289.1,0.0
KMQ96635.1,XP_012168627.1,0.0
KMQ96636.1,XP_003394201.1,2e-145
KMQ96637.1,XP_012172766.1,0.0
KMQ96638.1,XP_012172759.1,0.0
KMQ96639.1,XP_003398026.1,2e-90
KMQ96640.1,XP_003398025.1,5e-54
KMQ96641.1,XP_012169936.1,0.0
KMQ96642.1,XP_012164918.1,0.0
KMQ96643.1,XP_012165286.1,0.0
KMQ96644.1,XP_012165282.1,0.0
KMQ96645.1,XP_003397380.1,7e-49
KMQ96646.1,XP_012163425.1,0.0
KMQ96646.1,XP_012163425.1,2e-57
KMQ96646.1,XP_012163425.1,1e-52
KMQ96646.1,XP_012163425.1,1e-42
KMQ96646.1,XP_012163425.1,2e-36
KMQ96646.1,XP_012163425.1,4e-15
KMQ96646.1,XP_012163425.1,2e-05
KMQ96646.1,XP_012163425.1,3e-05
KMQ96647.1,XP_003398829.1,0.0
KMQ96648.1,XP_012171669.1,2e-84
KMQ96649.1,XP_003400729.1,6e-157
KMQ96650.1,XP_003400892.1,4e-69
KMQ96650.1,XP_003400892.1,2e-18
KMQ96651.1,XP_003400862.1,0.0
KMQ96652.1,XP_003400701.1,0.0
KMQ96653.1,XP_003400763.1,1e-97
KMQ96654.1,XP_003400724.1,0.0
KMQ96655.1,XP_012171687.1,0.0
KMQ96657.1,XP_003396915.1,0.0
KMQ96658.1,XP_003393313.1,0.0
KMQ96659.1,XP_012167414.1,0.0
KMQ96660.1,XP_012174810.1,5e-171
KMQ96660.1,XP_012174810.1,1e-36
KMQ96661.1,XP_012165385.1,0.0
KMQ96661.1,XP_012165385.1,7e-18
KMQ96662.1,XP_012164015.1,4e-83
KMQ96663.1,XP_012164012.1,7e-64
KMQ96664.1,XP_012164012.1,2e-135
KMQ96664.1,XP_012164012.1,7e-14
KMQ96665.1,XP_012164015.1,2e-146
KMQ96666.1,XP_012164015.1,7e-51
KMQ96667.1,XP_012164059.1,7e-167
KMQ96668.1,XP_003402334.1,0.0
KMQ96669.1,XP_012173921.1,0.0
KMQ96670.1,XP_012164055.1,0.0
KMQ96671.1,XP_003403142.1,0.0
KMQ96671.1,XP_003403142.1,3e-120
KMQ96671.1,XP_003403142.1,6e-78
KMQ96671.1,XP_003403142.1,4e-69
KMQ96671.1,XP_003403142.1,1e-57
KMQ96671.1,XP_003403142.1,8e-32
KMQ96671.1,XP_003403142.1,2e-22
KMQ96672.1,XP_003398899.1,0.0
KMQ96673.1,XP_003398900.1,2e-180
KMQ96674.1,XP_012166669.1,1e-05
KMQ96675.1,XP_012168572.1,3e-96
KMQ96676.1,XP_003398794.1,0.0
KMQ96676.1,XP_003398794.1,2e-11
KMQ96677.1,XP_003399280.1,0.0
KMQ96678.1,XP_012164319.1,7e-125
KMQ96679.1,XP_012164314.1,3e-42
KMQ96680.1,XP_012169716.1,4e-103
KMQ96681.1,XP_012174575.1,4e-62
KMQ96682.1,XP_012164905.1,0.0
KMQ96683.1,XP_012165526.1,4e-169
KMQ96684.1,XP_003393168.1,6e-98
KMQ96684.1,XP_003393168.1,2e-26
KMQ96685.1,XP_012175751.1,0.0
KMQ96686.1,XP_003397872.1,3e-108
KMQ96687.1,XP_012167561.1,3e-69
KMQ96688.1,XP_003395443.1,4e-54
KMQ96689.1,XP_003401439.1,0.0
KMQ96690.1,XP_003401455.1,0.0
KMQ96691.1,XP_003401399.1,0.0
KMQ96692.1,XP_003399611.1,2e-21
KMQ96693.1,XP_003394257.1,0.0
KMQ96694.1,XP_012176218.1,1e-106
KMQ96695.1,XP_003393421.1,1e-139
KMQ96696.1,XP_012170239.1,9e-49
KMQ96697.1,XP_003399702.1,1e-28
KMQ96698.1,XP_012171049.1,2e-173
KMQ96699.1,XP_012167534.1,0.0
KMQ96700.1,XP_012164163.1,0.0
KMQ96701.1,XP_003393344.1,0.0
KMQ96701.1,XP_003393344.1,6e-08
KMQ96702.1,XP_003401465.1,1e-68
KMQ96703.1,XP_003401463.1,6e-173
KMQ96704.1,XP_012172688.1,6e-53
KMQ96704.1,XP_012172688.1,8e-11
KMQ96705.1,XP_003401462.1,5e-58
KMQ96706.1,XP_012172426.1,3e-120
KMQ96707.1,XP_012172415.1,3e-86
KMQ96708.1,XP_003394753.1,8e-19
KMQ96709.1,XP_012173499.1,6e-28
KMQ96710.1,XP_012171012.1,0.0
KMQ96711.1,XP_003398056.1,2e-07
KMQ96713.1,XP_003398313.1,1e-30
KMQ96714.1,XP_003395493.1,0.0
KMQ96715.1,XP_003400597.1,6e-101
KMQ96716.1,XP_012164078.1,1e-85
KMQ96717.1,XP_003395656.1,5e-174
KMQ96718.1,XP_012164136.1,1e-87
KMQ96719.1,XP_003395653.2,1e-56
KMQ96719.1,XP_003395653.2,9e-47
KMQ96720.1,XP_003395653.2,9e-158
KMQ96720.1,XP_003395653.2,5e-65
KMQ96721.1,XP_003395653.2,9e-137
KMQ96721.1,XP_003395653.2,2e-50
KMQ96722.1,XP_012164137.1,2e-127
KMQ96723.1,XP_003395449.1,0.0
KMQ96724.1,XP_003395451.1,5e-161
KMQ96724.1,XP_003395451.1,2e-140
KMQ96725.1,XP_012163878.1,8e-120
KMQ96726.1,XP_012163878.1,0.0
KMQ96727.1,XP_012174320.1,0.0
KMQ96731.1,XP_003400465.1,0.0
KMQ96732.1,XP_012175042.1,0.0
KMQ96734.1,XP_012169490.1,5e-34
KMQ96735.1,XP_012169753.1,0.0
KMQ96736.1,XP_012169298.1,0.0
KMQ96736.1,XP_012169298.1,1e-174
KMQ96736.1,XP_012169298.1,6e-37
KMQ96736.1,XP_012169298.1,2e-15
KMQ96736.1,XP_012169298.1,1e-13
KMQ96736.1,XP_012169298.1,7e-11
KMQ96737.1,XP_003402082.1,0.0
KMQ96738.1,XP_003397185.1,0.0
KMQ96739.1,XP_003397246.2,9e-35
KMQ96740.1,XP_012175697.1,0.0
KMQ96741.1,XP_012173159.1,0.0
KMQ96742.1,XP_003402121.1,4e-37
KMQ96743.1,XP_012170335.1,0.0
KMQ96744.1,XP_012174446.1,2e-163
KMQ96745.1,XP_012174442.1,3e-132
KMQ96746.1,XP_003393076.1,0.0
KMQ96747.1,XP_012176487.1,1e-32
KMQ96748.1,XP_012176491.1,5e-112
KMQ96749.1,XP_012165445.1,0.0
KMQ96750.1,XP_003394664.1,0.0
KMQ96751.1,XP_012176493.1,0.0
KMQ96752.1,XP_012169493.1,2e-136
KMQ96753.1,XP_012175745.1,3e-26
KMQ96754.1,XP_012175753.1,0.0
KMQ96755.1,XP_012171119.1,2e-140
KMQ96756.1,XP_012171119.1,5e-19
KMQ96759.1,XP_012171119.1,4e-41
KMQ96760.1,XP_003400279.1,3e-17
KMQ96761.1,XP_012174671.1,2e-173
KMQ96762.1,XP_012174673.1,0.0
KMQ96764.1,XP_012174673.1,3e-156
KMQ96765.1,XP_012164720.1,0.0
KMQ96765.1,XP_012164720.1,1e-21
KMQ96767.1,XP_012175644.1,6e-43
KMQ96768.1,XP_012174594.1,0.0
KMQ96769.1,XP_003402870.1,0.0
KMQ96770.1,XP_003398359.1,0.0
KMQ96771.1,XP_012168217.1,0.0
KMQ96772.1,XP_012175103.1,4e-40
KMQ96773.1,XP_003403106.1,9e-112
KMQ96774.1,XP_003403105.1,2e-134
KMQ96775.1,XP_012175098.1,8e-159
KMQ96775.1,XP_012175098.1,7e-13
KMQ96776.1,XP_012175098.1,0.0
KMQ96776.1,XP_012175098.1,4e-15
KMQ96777.1,XP_012164052.1,0.0
KMQ96778.1,XP_003395591.1,6e-131
KMQ96779.1,XP_012173698.1,0.0
KMQ96780.1,XP_003402141.1,0.0
KMQ96780.1,XP_003402141.1,1e-76
KMQ96781.1,XP_012174342.1,0.0
KMQ96782.1,XP_003402677.1,0.0
KMQ96783.1,XP_012174341.1,0.0
KMQ96784.1,XP_012174341.1,0.0
KMQ96785.1,XP_003402677.1,0.0
KMQ96786.1,XP_012174342.1,0.0
KMQ96787.1,XP_003400055.1,9e-163
KMQ96788.1,XP_012165334.1,0.0
KMQ96789.1,XP_012165336.1,3e-161
KMQ96790.1,XP_012165333.1,0.0
KMQ96790.1,XP_012165333.1,3e-16
KMQ96791.1,XP_003396967.1,0.0
KMQ96792.1,XP_003402859.1,0.0
KMQ96793.1,XP_003396150.2,0.0
KMQ96794.1,XP_003400484.2,0.0
KMQ96795.1,XP_012171377.1,4e-169
KMQ96795.1,XP_012171377.1,2e-119
KMQ96796.1,XP_003393260.1,0.0
KMQ96797.1,XP_012165362.1,0.0
